transaction_id,timestamp,merchant,provider,payment_method,country,issuing_bank,status,decline_code,is_retry
live_202608311004_1743,2026-08-31 10:04:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311004_1744,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,CO,,approved,,False
live_202608311004_1745,2026-08-31 10:04:00,Merchant_C,Adyen,PIX,BR,,approved,,False
live_202608311004_1746,2026-08-31 10:04:00,Merchant_A,Stripe,card,BR,Bradesco,approved,,False
live_202608311004_1747,2026-08-31 10:04:00,Merchant_B,Adyen,card,BR,Nubank,approved,,False
live_202608311004_1748,2026-08-31 10:04:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311004_1749,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311004_1750,2026-08-31 10:04:00,Merchant_B,Stripe,PIX,BR,,declined,DO_NOT_HONOR,False
live_202608311004_1751,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Bradesco,approved,,False
live_202608311004_1752,2026-08-31 10:04:00,Merchant_B,dLocal,card,CO,Bancolombia,declined,DO_NOT_HONOR,False
live_202608311004_1753,2026-08-31 10:04:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311004_1754,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311004_1755,2026-08-31 10:04:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311004_1756,2026-08-31 10:04:00,Merchant_A,Stripe,card,CO,Bancolombia,approved,,False
live_202608311004_1757,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311004_1758,2026-08-31 10:04:00,Merchant_B,Adyen,PIX,BR,,approved,,False
live_202608311004_1759,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311004_1760,2026-08-31 10:04:00,Merchant_C,Stripe,card,BR,Nubank,approved,,False
live_202608311004_1761,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311004_1762,2026-08-31 10:04:00,Merchant_B,Adyen,PSE,CO,,approved,,False
live_202608311004_1763,2026-08-31 10:04:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311004_1764,2026-08-31 10:04:00,Merchant_A,Adyen,card,CO,Davivienda,declined,DO_NOT_HONOR,False
live_202608311004_1765,2026-08-31 10:04:00,Merchant_A,Stripe,card,CO,Bancolombia,approved,,False
live_202608311004_1766,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Nubank,declined,DO_NOT_HONOR,False
live_202608311004_1767,2026-08-31 10:04:00,Merchant_C,dLocal,card,CO,Davivienda,approved,,False
live_202608311004_1768,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,BR,,approved,,False
live_202608311004_1769,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311004_1770,2026-08-31 10:04:00,Merchant_B,Stripe,card,CO,Davivienda,approved,,False
live_202608311004_1771,2026-08-31 10:04:00,Merchant_A,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311004_1772,2026-08-31 10:04:00,Merchant_B,Stripe,card,MX,Citibanamex,approved,,False
live_202608311004_1773,2026-08-31 10:04:00,Merchant_C,Stripe,card,BR,Nubank,declined,DO_NOT_HONOR,False
live_202608311004_1774,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Bradesco,approved,,False
live_202608311004_1775,2026-08-31 10:04:00,Merchant_A,Stripe,card,BR,Bradesco,approved,,False
live_202608311004_1776,2026-08-31 10:04:00,Merchant_A,Stripe,card,CO,Davivienda,approved,,False
live_202608311004_1777,2026-08-31 10:04:00,Merchant_C,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1778,2026-08-31 10:04:00,Merchant_B,Stripe,card,CO,Banco de Bogota,approved,,False
live_202608311004_1779,2026-08-31 10:04:00,Merchant_A,Adyen,cash_in_store,MX,,approved,,False
live_202608311004_1780,2026-08-31 10:04:00,Merchant_B,Adyen,card,MX,Banorte,approved,,False
live_202608311004_1781,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311004_1782,2026-08-31 10:04:00,Merchant_C,dLocal,PSE,CO,,approved,,False
live_202608311004_1783,2026-08-31 10:04:00,Merchant_B,dLocal,card,BR,Itau,approved,,False
live_202608311004_1784,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,MX,,approved,,False
live_202608311004_1785,2026-08-31 10:04:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311004_1786,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,CO,,approved,,False
live_202608311004_1787,2026-08-31 10:04:00,Merchant_C,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1788,2026-08-31 10:04:00,Merchant_B,dLocal,PSE,CO,,approved,,False
live_202608311004_1789,2026-08-31 10:04:00,Merchant_A,Stripe,card,MX,Banorte,approved,,False
live_202608311004_1790,2026-08-31 10:04:00,Merchant_B,Stripe,PSE,CO,,approved,,False
live_202608311004_1791,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311004_1792,2026-08-31 10:04:00,Merchant_B,Stripe,wallet,MX,,approved,,False
live_202608311004_1793,2026-08-31 10:04:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1794,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311004_1795,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,BR,,approved,,False
live_202608311004_1796,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311004_1797,2026-08-31 10:04:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311004_1798,2026-08-31 10:04:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311004_1799,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311004_1800,2026-08-31 10:04:00,Merchant_A,Adyen,card,BR,Nubank,approved,,False
live_202608311004_1801,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,BR,,approved,,False
live_202608311004_1802,2026-08-31 10:04:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311004_1803,2026-08-31 10:04:00,Merchant_C,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1804,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1805,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,MX,,approved,,False
live_202608311004_1806,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311004_1807,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1808,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311004_1809,2026-08-31 10:04:00,Merchant_B,Stripe,card,MX,Santander,approved,,False
live_202608311004_1810,2026-08-31 10:04:00,Merchant_B,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1811,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,MX,,approved,,False
live_202608311004_1812,2026-08-31 10:04:00,Merchant_B,Stripe,card,BR,Banco do Brasil,approved,,False
live_202608311004_1813,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1814,2026-08-31 10:04:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311004_1815,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,CO,,approved,,False
live_202608311004_1816,2026-08-31 10:04:00,Merchant_C,Stripe,card,CO,Davivienda,approved,,False
live_202608311004_1817,2026-08-31 10:04:00,Merchant_B,Stripe,card,MX,Santander,approved,,False
live_202608311004_1818,2026-08-31 10:04:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311004_1819,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1820,2026-08-31 10:04:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311004_1821,2026-08-31 10:04:00,Merchant_C,Stripe,cash_in_store,MX,,approved,,False
live_202608311004_1822,2026-08-31 10:04:00,Merchant_B,dLocal,card,MX,Citibanamex,approved,,False
live_202608311004_1823,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1824,2026-08-31 10:04:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311004_1825,2026-08-31 10:04:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311004_1826,2026-08-31 10:04:00,Merchant_B,Stripe,card,CO,Davivienda,approved,,False
live_202608311004_1827,2026-08-31 10:04:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311004_1828,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,MX,,approved,,False
live_202608311004_1829,2026-08-31 10:04:00,Merchant_A,Stripe,card,MX,Citibanamex,approved,,False
live_202608311004_1830,2026-08-31 10:04:00,Merchant_B,dLocal,card,BR,Nubank,approved,,False
live_202608311004_1831,2026-08-31 10:04:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311004_1832,2026-08-31 10:04:00,Merchant_A,Stripe,card,BR,Nubank,approved,,False
live_202608311004_1833,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,CO,,approved,,False
live_202608311004_1834,2026-08-31 10:04:00,Merchant_B,Adyen,PSE,CO,,approved,,False
live_202608311004_1835,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311004_1836,2026-08-31 10:04:00,Merchant_A,Stripe,card,MX,Banorte,approved,,False
live_202608311004_1837,2026-08-31 10:04:00,Merchant_A,Adyen,PIX,BR,,approved,,False
live_202608311004_1838,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311004_1839,2026-08-31 10:04:00,Merchant_C,Adyen,card,MX,Banorte,approved,,False
live_202608311004_1840,2026-08-31 10:04:00,Merchant_C,Adyen,cash_in_store,MX,,approved,,False
live_202608311004_1841,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1842,2026-08-31 10:04:00,Merchant_B,Adyen,card,BR,Itau,approved,,False
live_202608311004_1843,2026-08-31 10:04:00,Merchant_C,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1844,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Bradesco,approved,,False
live_202608311004_1845,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1846,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,BR,,approved,,False
live_202608311004_1847,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,CO,,approved,,False
live_202608311004_1848,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1849,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Bradesco,approved,,False
live_202608311004_1850,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1851,2026-08-31 10:04:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311004_1852,2026-08-31 10:04:00,Merchant_C,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1853,2026-08-31 10:04:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311004_1854,2026-08-31 10:04:00,Merchant_B,dLocal,PIX,BR,,approved,,False
live_202608311004_1855,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,MX,,approved,,False
live_202608311004_1856,2026-08-31 10:04:00,Merchant_B,dLocal,card,BR,Bradesco,approved,,False
live_202608311004_1857,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,BR,,approved,,False
live_202608311004_1858,2026-08-31 10:04:00,Merchant_A,Adyen,card,BR,Bradesco,approved,,False
live_202608311004_1859,2026-08-31 10:04:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311004_1860,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311004_1861,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311004_1862,2026-08-31 10:04:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311004_1863,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311004_1864,2026-08-31 10:04:00,Merchant_B,Adyen,card,MX,BBVA,approved,,False
live_202608311004_1865,2026-08-31 10:04:00,Merchant_B,Adyen,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1866,2026-08-31 10:04:00,Merchant_A,Adyen,card,BR,Itau,approved,,False
live_202608311004_1867,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,CO,,approved,,False
live_202608311004_1868,2026-08-31 10:04:00,Merchant_B,Adyen,PSE,CO,,approved,,False
live_202608311004_1869,2026-08-31 10:04:00,Merchant_C,Stripe,PSE,CO,,approved,,False
live_202608311004_1870,2026-08-31 10:04:00,Merchant_A,Adyen,card,BR,Nubank,approved,,False
live_202608311004_1871,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Bradesco,approved,,False
live_202608311004_1872,2026-08-31 10:04:00,Merchant_C,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311004_1873,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,BR,,approved,,False
live_202608311004_1874,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,CO,,approved,,False
live_202608311004_1875,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1876,2026-08-31 10:04:00,Merchant_B,dLocal,card,BR,Nubank,approved,,False
live_202608311004_1877,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,BR,,approved,,False
live_202608311004_1878,2026-08-31 10:04:00,Merchant_B,Adyen,card,CO,Banco de Bogota,approved,,False
live_202608311004_1879,2026-08-31 10:04:00,Merchant_A,dLocal,PSE,CO,,approved,,False
live_202608311004_1880,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1881,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Itau,approved,,False
live_202608311004_1882,2026-08-31 10:04:00,Merchant_A,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1883,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1884,2026-08-31 10:04:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311004_1885,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1886,2026-08-31 10:04:00,Merchant_B,Stripe,card,BR,Banco do Brasil,approved,,False
live_202608311004_1887,2026-08-31 10:04:00,Merchant_B,Adyen,card,CO,Bancolombia,approved,,False
live_202608311004_1888,2026-08-31 10:04:00,Merchant_C,Adyen,card,MX,Santander,approved,,False
live_202608311004_1889,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1890,2026-08-31 10:04:00,Merchant_B,Adyen,cash_in_store,MX,,approved,,False
live_202608311004_1891,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,BR,,approved,,False
live_202608311004_1892,2026-08-31 10:04:00,Merchant_B,dLocal,card,MX,Banorte,approved,,False
live_202608311004_1893,2026-08-31 10:04:00,Merchant_A,Adyen,card,BR,Bradesco,approved,,False
live_202608311004_1894,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311004_1895,2026-08-31 10:04:00,Merchant_B,Stripe,wallet,BR,,approved,,False
live_202608311004_1896,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,MX,,approved,,False
live_202608311004_1897,2026-08-31 10:04:00,Merchant_A,Adyen,card,MX,Banorte,approved,,False
live_202608311004_1898,2026-08-31 10:04:00,Merchant_A,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1899,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311004_1900,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,CO,,approved,,False
live_202608311004_1901,2026-08-31 10:04:00,Merchant_B,Stripe,wallet,BR,,declined,DO_NOT_HONOR,False
live_202608311004_1902,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,CO,,approved,,False
live_202608311004_1903,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1904,2026-08-31 10:04:00,Merchant_A,Stripe,card,MX,Citibanamex,approved,,False
live_202608311004_1905,2026-08-31 10:04:00,Merchant_B,Adyen,card,BR,Bradesco,approved,,False
live_202608311004_1906,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Itau,approved,,False
live_202608311004_1907,2026-08-31 10:04:00,Merchant_C,dLocal,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1908,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311004_1909,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1910,2026-08-31 10:04:00,Merchant_B,Stripe,card,BR,Nubank,approved,,False
live_202608311004_1911,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311004_1912,2026-08-31 10:04:00,Merchant_B,Adyen,card,BR,Nubank,approved,,False
live_202608311004_1913,2026-08-31 10:04:00,Merchant_B,Stripe,card,MX,Banorte,approved,,False
live_202608311004_1914,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1915,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1916,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,approved,,False
live_202608311004_1917,2026-08-31 10:04:00,Merchant_C,Stripe,card,CO,Banco de Bogota,declined,DO_NOT_HONOR,False
live_202608311004_1918,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,MX,,approved,,False
live_202608311004_1919,2026-08-31 10:04:00,Merchant_B,Adyen,card,CO,Banco de Bogota,declined,DO_NOT_HONOR,False
live_202608311004_1920,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1921,2026-08-31 10:04:00,Merchant_B,Stripe,wallet,CO,,approved,,False
live_202608311004_1922,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1923,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311004_1924,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311004_1925,2026-08-31 10:04:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311004_1926,2026-08-31 10:04:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311004_1927,2026-08-31 10:04:00,Merchant_A,Stripe,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1928,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1929,2026-08-31 10:04:00,Merchant_C,dLocal,PIX,BR,,approved,,False
live_202608311004_1930,2026-08-31 10:04:00,Merchant_C,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311004_1931,2026-08-31 10:04:00,Merchant_A,dLocal,card,BR,Banco do Brasil,approved,,False
live_202608311004_1932,2026-08-31 10:04:00,Merchant_B,Stripe,PSE,CO,,approved,,False
live_202608311004_1933,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1934,2026-08-31 10:04:00,Merchant_C,Adyen,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1935,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311004_1936,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Itau,approved,,False
live_202608311004_1937,2026-08-31 10:04:00,Merchant_B,Stripe,cash_in_store,MX,,approved,,False
live_202608311004_1938,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311004_1939,2026-08-31 10:04:00,Merchant_B,Stripe,card,BR,Banco do Brasil,approved,,False
live_202608311004_1940,2026-08-31 10:04:00,Merchant_C,Adyen,PIX,BR,,approved,,False
live_202608311004_1941,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1942,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1943,2026-08-31 10:04:00,Merchant_B,Adyen,cash_in_store,MX,,approved,,False
live_202608311004_1944,2026-08-31 10:04:00,Merchant_A,dLocal,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1945,2026-08-31 10:04:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311004_1946,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,BR,,approved,,False
live_202608311004_1947,2026-08-31 10:04:00,Merchant_C,Adyen,card,MX,Citibanamex,approved,,False
live_202608311004_1948,2026-08-31 10:04:00,Merchant_A,Adyen,card,CO,Davivienda,approved,,False
live_202608311004_1949,2026-08-31 10:04:00,Merchant_A,Stripe,card,BR,Banco do Brasil,approved,,False
live_202608311004_1950,2026-08-31 10:04:00,Merchant_A,Adyen,PIX,BR,,declined,PROCESSOR_ERROR,False
live_202608311004_1951,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,MX,,approved,,False
live_202608311004_1952,2026-08-31 10:04:00,Merchant_C,dLocal,card,MX,Santander,approved,,False
live_202608311004_1953,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,MX,,approved,,False
live_202608311004_1954,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Nubank,approved,,False
live_202608311004_1955,2026-08-31 10:04:00,Merchant_C,dLocal,card,MX,BBVA,approved,,False
live_202608311004_1956,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311004_1957,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1958,2026-08-31 10:04:00,Merchant_C,Stripe,PIX,BR,,approved,,False
live_202608311004_1959,2026-08-31 10:04:00,Merchant_B,Stripe,card,MX,Santander,declined,DO_NOT_HONOR,False
live_202608311004_1960,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,CO,,approved,,False
live_202608311004_1961,2026-08-31 10:04:00,Merchant_A,Adyen,PSE,CO,,approved,,False
live_202608311004_1962,2026-08-31 10:04:00,Merchant_C,Stripe,card,CO,Bancolombia,approved,,False
live_202608311004_1963,2026-08-31 10:04:00,Merchant_C,dLocal,PSE,CO,,declined,DO_NOT_HONOR,False
live_202608311004_1964,2026-08-31 10:04:00,Merchant_C,Adyen,card,MX,BBVA,approved,,False
live_202608311004_1965,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1966,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311004_1967,2026-08-31 10:04:00,Merchant_A,Stripe,card,BR,Itau,approved,,False
live_202608311004_1968,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,BR,,approved,,False
live_202608311004_1969,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_1970,2026-08-31 10:04:00,Merchant_B,Stripe,card,BR,Itau,approved,,False
live_202608311004_1971,2026-08-31 10:04:00,Merchant_A,Stripe,card,CO,Bancolombia,approved,,False
live_202608311004_1972,2026-08-31 10:04:00,Merchant_C,dLocal,card,CO,Bancolombia,declined,DO_NOT_HONOR,False
live_202608311004_1973,2026-08-31 10:04:00,Merchant_A,Adyen,PIX,BR,,approved,,False
live_202608311004_1974,2026-08-31 10:04:00,Merchant_B,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1975,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,MX,,approved,,False
live_202608311004_1976,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1977,2026-08-31 10:04:00,Merchant_A,Stripe,wallet,MX,,approved,,False
live_202608311004_1978,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,MX,,approved,,False
live_202608311004_1979,2026-08-31 10:04:00,Merchant_C,dLocal,card,BR,Itau,approved,,False
live_202608311004_1980,2026-08-31 10:04:00,Merchant_B,Adyen,wallet,BR,,approved,,False
live_202608311004_1981,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311004_1982,2026-08-31 10:04:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311004_1983,2026-08-31 10:04:00,Merchant_C,Stripe,card,MX,Santander,approved,,False
live_202608311004_1984,2026-08-31 10:04:00,Merchant_C,dLocal,card,CO,Banco de Bogota,declined,DO_NOT_HONOR,False
live_202608311004_1985,2026-08-31 10:04:00,Merchant_A,dLocal,PIX,BR,,approved,,False
live_202608311004_1986,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,BR,,approved,,False
live_202608311004_1987,2026-08-31 10:04:00,Merchant_B,Adyen,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1988,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,CO,,approved,,False
live_202608311004_1989,2026-08-31 10:04:00,Merchant_A,dLocal,wallet,CO,,approved,,False
live_202608311004_1990,2026-08-31 10:04:00,Merchant_B,Stripe,PSE,CO,,approved,,False
live_202608311004_1991,2026-08-31 10:04:00,Merchant_A,dLocal,PSE,CO,,approved,,False
live_202608311004_1992,2026-08-31 10:04:00,Merchant_B,Stripe,PIX,BR,,approved,,False
live_202608311004_1993,2026-08-31 10:04:00,Merchant_A,Stripe,cash_in_store,MX,,declined,DO_NOT_HONOR,False
live_202608311004_1994,2026-08-31 10:04:00,Merchant_C,Adyen,card,MX,Citibanamex,approved,,False
live_202608311004_1995,2026-08-31 10:04:00,Merchant_A,Stripe,card,MX,BBVA,declined,ISSUER_UNAVAILABLE,False
live_202608311004_1996,2026-08-31 10:04:00,Merchant_C,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_1997,2026-08-31 10:04:00,Merchant_B,dLocal,wallet,CO,,approved,,False
live_202608311004_1998,2026-08-31 10:04:00,Merchant_C,Adyen,card,BR,Itau,approved,,False
live_202608311004_1999,2026-08-31 10:04:00,Merchant_C,dLocal,cash_in_store,MX,,approved,,False
live_202608311004_2000,2026-08-31 10:04:00,Merchant_A,Adyen,wallet,CO,,approved,,False
live_202608311004_2001,2026-08-31 10:04:00,Merchant_B,dLocal,card,CO,Banco de Bogota,approved,,False
live_202608311004_2002,2026-08-31 10:04:00,Merchant_C,Stripe,wallet,MX,,approved,,False
live_202608311004_2003,2026-08-31 10:04:00,Merchant_A,Stripe,PIX,BR,,approved,,False
live_202608311004_2004,2026-08-31 10:04:00,Merchant_B,Stripe,card,CO,Bancolombia,approved,,False
live_202608311004_2005,2026-08-31 10:04:00,Merchant_C,Adyen,PSE,CO,,approved,,False
live_202608311004_2006,2026-08-31 10:04:00,Merchant_B,Stripe,wallet,MX,,approved,,False
live_202608311004_2007,2026-08-31 10:04:00,Merchant_C,Adyen,wallet,CO,,approved,,False
live_202608311004_2008,2026-08-31 10:04:00,Merchant_A,dLocal,card,CO,Bancolombia,approved,,False
live_202608311004_2009,2026-08-31 10:04:00,Merchant_C,dLocal,wallet,CO,,declined,DO_NOT_HONOR,False
live_202608311004_2010,2026-08-31 10:04:00,Merchant_C,dLocal,card,MX,Santander,approved,,False
live_202608311004_2011,2026-08-31 10:04:00,Merchant_A,dLocal,PSE,CO,,approved,,False
